MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
188,218,196,107.177423,62.31372241,97.75479528,-107.9119367,-67.44165054,-103.2901612,0.001410911,337.3842119,15.66323204,0.262836118,1.92E-05,japanese cheesewood
192,219,201,101.5135459,61.02458521,90.95053601,-103.696291,-66.57185968,-98.11246287,0.001096194,347.9287132,15.9032812,0.264230312,1.75E-05,japanese cheesewood
198,222,204,98.45811292,59.02541825,89.54886934,-104.9988813,-65.66543268,-97.940996,0.001445995,259.4497268,15.36367141,0.285561052,1.83E-05,japanese cheesewood
188,216,195,102.0881972,60.72067193,92.39588735,-99.89933203,-61.47148743,-92.7858409,0.001896917,179.5378381,14.8720599,0.319438061,1.75E-05,japanese cheesewood
180,213,190,101.631688,59.43063183,90.18869109,-90.54439587,-57.1662327,-84.81709227,0.001312525,258.8091462,15.48237234,0.274345147,1.59E-05,japanese cheesewood
193,224,203,98.95958771,51.32250968,85.83705494,-100.2427436,-55.14923657,-90.74428067,0.001891281,192.308218,14.9279721,0.315160629,1.56E-05,japanese cheesewood
195,218,201,95.17877915,60.68772528,87.50999943,-95.89916351,-63.72448293,-90.79663155,0.003178442,54.48919546,13.70913033,0.484359677,1.75E-05,japanese cheesewood
168,220,181,115.3169545,53.66563146,104.4126429,-98.04898287,-55.98298803,-98.45247521,0.00184783,167.624366,15.01741601,0.356620576,1.59E-05,japanese cheesewood
198,223,205,92.70922284,53.77731864,83.3066624,-95.23164155,-57.19651062,-88.09992094,0.002651181,155.2861127,14.36933918,0.346966462,1.59E-05,japanese cheesewood
182,217,192,98.08669635,52.08646657,86.39444427,-85.71734314,-47.48243118,-78.6613717,0.004181374,78.13760273,13.4875877,0.462624389,1.48E-05,japanese cheesewood
197,223,205,94.67312185,54.38749856,83.12039461,-97.348764,-58.77207862,-88.12332056,0.002203857,137.4071574,14.59605251,0.348170477,1.59E-05,japanese cheesewood
187,226,196,106.8924693,48.2182538,94.93155429,-106.4694381,-51.70705594,-98.0820152,0.002234756,174.2019287,14.72485831,0.337307524,1.58E-05,japanese cheesewood
180,213,190,103.5808863,59.65735495,92.49864864,-94.02504237,-57.1720461,-88.06787119,0.001902394,167.7621358,14.85268834,0.338577646,1.64E-05,japanese cheesewood
185,214,192,104.9809507,64.08587988,97.77013859,-102.1910746,-66.48034922,-99.70197939,0.001670457,299.3369594,15.50044725,0.292545344,1.82E-05,japanese cheesewood
182,215,191,106.1461257,60.32412453,94.71536306,-100.1183599,-60.54748907,-93.19690811,0.001864256,185.6455938,14.93275582,0.335657739,1.73E-05,japanese cheesewood
198,224,206,97.42176348,54.5710546,85.66796367,-103.841289,-61.09722023,-94.71344863,0.001804723,146.752559,14.82971145,0.354746134,1.66E-05,japanese cheesewood
199,227,207,96.03124492,50.16971198,84,-102.0898542,-56.06836888,-91.78767197,0.002394007,119.8375599,14.42388044,0.367946141,1.59E-05,japanese cheesewood
183,217,194,98.52918349,53.6563137,86.4985549,-87.38465345,-50.7364334,-81.30888512,0.002548025,153.5494008,14.41035094,0.341666754,1.51E-05,japanese cheesewood
188,220,197,100.3892425,54.21254467,89.3028555,-97.0981753,-55.4117853,-89.62689157,0.002348172,118.3728816,14.46809856,0.377847463,1.58E-05,japanese cheesewood
193,218,199,96.96391081,58.72818744,88.85381252,-97.51811191,-61.07649634,-91.49542613,0.002416147,114.440058,14.45441313,0.377276397,1.67E-05,japanese cheesewood
185,222,195,106.0424443,52.16320542,94.01595609,-102.9043005,-54.25190944,-95.22072407,0.002018071,181.3722661,14.85811022,0.329715631,1.62E-05,japanese cheesewood
197,224,206,95.7340065,52.82991577,83.79737466,-99.33194699,-57.39117413,-90.30742605,0.002000576,157.7051952,14.75223057,0.327115677,1.59E-05,japanese cheesewood
174,210,181,113.1282458,64.97691898,105.8820098,-102.8571873,-63.09475956,-100.1893745,0.002945203,120.7844836,14.29891843,0.39974328,1.97E-05,japanese cheesewood
178,215,188,103.6677385,56.30275304,92.89241088,-90.59307905,-52.75740558,-84.99183313,0.002798653,116.5148587,14.2076237,0.381875983,1.60E-05,japanese cheesewood
185,218,193,105.1380045,56.81549085,94.70480452,-101.3146739,-57.36981258,-93.93242465,0.002441389,178.3401548,14.69463566,0.332357905,1.70E-05,japanese cheesewood
186,226,199,107.7125805,48.41487375,91.38927727,-106.6178466,-52.92644359,-96.18025306,0.001738253,199.5946699,15.09322044,0.319067284,1.56E-05,japanese cheesewood
194,224,204,102.2936948,55.28109984,89.47625383,-106.7181858,-62.94729782,-98.78277713,0.00134838,196.9212138,15.40076627,0.309616223,1.69E-05,japanese cheesewood
185,227,197,88.47598544,36.52396474,74.17546764,-69.77841496,-31.19886036,-60.65839695,0.015340549,43.11815945,11.0706762,0.620299991,1.25E-05,wintersweet
170,216,182,99.22197337,46.01086828,84.86459804,-68.46615978,-33.7132751,-59.15615057,0.015290628,43.48152639,11.17810319,0.632171916,1.41E-05,wintersweet
167,211,180,93.93614853,47.33920151,80.77128203,-49.46332692,-28.31572916,-46.76996393,0.01362549,39.15392108,11.31574971,0.64076988,1.37E-05,wintersweet
176,214,187,85.63877626,44.84417465,74.55199528,-48.79898211,-27.98128,-46.85772578,0.013831641,36.30033009,11.14836246,0.632432031,1.30E-05,wintersweet
154,211,170,90.74139078,40.27406113,76.072334,52.07766993,17.16223008,42.94621001,0.017709956,25.21777606,10.70094826,0.731564872,1.27E-05,wintersweet
178,218,189,98.30055951,47.644517,85.0411665,-78.64396748,-39.47565663,-69.87774579,0.011767868,53.43731328,11.62357124,0.580280691,1.45E-05,wintersweet
175,217,187,98.78765105,47.44470466,84.82924024,-75.03459145,-37.65476778,-66.67946699,0.016636383,41.51691426,11.06635739,0.636212819,1.44E-05,wintersweet
177,211,186,94.40338977,53.71219601,84.59314393,-69.1478312,-40.94857721,-64.38520937,0.014121226,43.64267465,11.11918779,0.619661772,1.51E-05,wintersweet
172,223,188,98.24968193,38.80721582,79.84985911,-69.8756295,-30.32389783,-59.05940584,0.013406151,43.40849927,11.31472507,0.599544617,1.30E-05,wintersweet
165,225,185,101.0395962,34.24908758,78.80989786,-63.73228009,-24.56749403,-51.75015753,0.015609331,38.14029051,10.97767966,0.662548356,1.25E-05,wintersweet
176,223,190,99.03534723,39.9374511,81.5291359,-77.30234754,-32.18609021,-64.80977917,0.015027587,42.2454832,11.15679352,0.639307472,1.33E-05,wintersweet
176,222,189,95.25229656,39.83716857,79.04429138,-69.91547621,-30.32933436,-58.35307812,0.016037923,39.96040123,10.97828987,0.642649533,1.31E-05,wintersweet
168,223,185,99.11609355,36.89173349,80.1623353,-64.6667759,-26.22341981,-54.39705055,0.018432344,38.72557006,10.75113956,0.667528288,1.28E-05,wintersweet
163,204,172,96.08850087,53.6563137,86.72369918,-44.77234821,-28.57485197,-42.65837105,0.012540108,52.59740313,11.41989065,0.563689594,1.49E-05,wintersweet
173,213,184,99.3680029,50.7937004,86.16263691,-73.06305929,-37.96164181,-64.32041466,0.018302909,35.8413558,10.79095068,0.672992039,1.49E-05,wintersweet
178,213,187,95.90620418,51.59457336,84.37416666,-73.82121437,-39.17475815,-65.04092098,0.022414443,33.57348101,10.40501163,0.684111652,1.49E-05,wintersweet
170,228,188,103.9182371,34.278273,82.84926071,-77.46961001,-28.60054769,-64.15117259,0.023000581,18.52325518,10.25375093,0.792355491,1.29E-05,wintersweet
162,208,176,95.39916142,48.41487375,81.96950653,-39.26966302,-24.03005494,-41.08351014,0.015967373,30.52733707,11.01027442,0.704863484,1.39E-05,wintersweet
175,211,185,96.41058033,52.81098371,84.73488066,-70.54814544,-38.98750421,-63.64484265,0.01484067,46.96959745,11.12663647,0.635611647,1.49E-05,wintersweet
169,204,177,103.8267788,61.9596643,94.64671151,-76.40972163,-46.86015471,-71.06507292,0.013610225,39.46154388,11.32772077,0.710402066,1.73E-05,wintersweet
164,201,174,100.0299955,59.59026766,89.81647956,-58.90523906,-36.43153488,-55.95638611,0.016836194,37.66803842,11.03025694,0.704232778,1.61E-05,wintersweet
159,200,170,96.80392554,56.10704056,85.91274643,-30.18771191,-23.93908161,-32.32832553,0.020488982,27.9936257,10.50516605,0.75989918,1.51E-05,wintersweet
172,203,179,97.45255256,61.45730225,89.11228871,-67.76824216,-43.88779953,-62.49252177,0.015272744,44.91560597,11.0782535,0.672484334,1.64E-05,wintersweet
169,208,181,95.13148795,52.32590181,81.96340647,-57.64608099,-33.2897653,-51.38362512,0.01223433,55.48107399,11.50302236,0.579869564,1.44E-05,wintersweet
168,202,176,96.7729301,59.91660872,87.75534172,-59.3057005,-39.83830559,-54.82101597,0.012494641,49.28827285,11.5289437,0.630713599,1.59E-05,wintersweet
155,193,163,98.10708435,60.67948583,89.82761268,23.44623289,14.60603991,22.38642353,0.015607111,46.63382515,11.20358009,0.64943682,1.62E-05,wintersweet
154,207,171,104.1921302,49.86983056,86.54478609,-43.32261405,-24.63633558,-37.25271364,0.020790815,23.58677999,10.34533628,0.752384204,1.46E-05,wintersweet
168,201,176,97.33447488,60.78651166,88.51553536,-60.84309762,-39.67465257,-56.89608645,0.011314469,59.62507064,11.78896641,0.578276432,1.62E-05,wintersweet
158,200,168,104.7902667,60.14981297,94.02659198,-57.98959385,-36.09389072,-53.20932996,0.015905464,35.63490596,10.95408292,0.737748449,1.67E-05,wintersweet
154,195,166,99.01010049,58.83026432,87.52713865,27.69698777,13.44790163,-12.29588511,0.014129903,45.27519937,11.27906082,0.630516241,1.57E-05,wintersweet
169,213,176,116.5761554,58.77074102,107.9166345,-101.8531785,-56.84424493,-97.3286053,0.002148851,144.6101092,14.63564161,0.340301231,1.84E-05,camphortree
185,224,194,107.1867529,45.48626166,94.3716059,-109.4453902,-50.7720184,-99.69939729,2.106280086,38.46477064,4.132271674,1.547996028,9.14E-06,camphortree
176,219,189,107.0093454,45.2437841,90.08329479,-101.1478735,-46.34119334,-88.94277346,1.862442646,41.27874198,4.790215192,1.475225656,9.36E-06,camphortree
175,205,181,114.280357,74.02026749,107.54069,-104.0713884,-72.22626863,-101.4379894,0.001972718,181.2529305,14.91341926,0.325302064,2.32E-05,camphortree
177,220,187,111.2609545,47.48684028,97.8417089,-105.8238144,-48.03455267,-96.34346013,1.891255346,35.51722269,4.664911115,1.491437498,9.37E-06,camphortree
165,216,180,115.5854662,51.2249939,99.39315872,-95.25126467,-47.14126804,-88.84448708,0.00244811,141.296051,14.4336506,0.353371128,1.58E-05,camphortree
169,214,184,107.7589903,49.2341345,89.89438247,-91.96816794,-45.49816842,-81.04585119,1.554157245,34.19358841,5.660403298,1.404833936,9.58E-06,camphortree
157,213,174,113.0973032,48.39421453,95.21554495,-83.3311395,-40.81775147,-76.97834889,1.287301343,39.33780651,6.566014469,1.316067535,9.80E-06,camphortree
136,208,157,117.3413823,48.34252786,99.84487969,-40.42505063,-33.96160603,-59.65646272,0.95919559,28.39563927,7.534646814,1.238546692,1.03E-05,camphortree
164,212,175,113.8595626,53.82378656,101.5480182,-93.7480047,-49.76166574,-89.31416973,1.493672014,71.24514985,6.258708108,1.344478392,9.77E-06,camphortree
154,216,172,116.4216475,46.64761516,98.18350167,-84.15880766,-42.34652836,-80.36541172,1.31206374,56.73131568,6.703512252,1.298181632,9.76E-06,camphortree
178,220,191,104.9333122,42.91852747,86.92525525,-100.194953,-43.77502242,-86.20072099,1.841495605,47.46965284,4.879771285,1.467681165,9.29E-06,camphortree
179,221,192,103.4842983,42.3792402,85.6095789,-98.99006804,-43.79188913,-85.07647097,1.846555548,43.65176918,4.830610748,1.472641327,9.27E-06,camphortree
177,214,187,106.2732328,53.24471805,92.9946235,-100.1401701,-53.07761265,-90.75023083,1.848714644,48.25003232,4.945908879,1.464724473,9.54E-06,camphortree
169,212,180,112.0089282,55.33534133,98.72689603,-97.83092463,-52.5507295,-90.57943028,1.645305333,55.34632819,5.65311587,1.401460857,9.73E-06,camphortree
175,214,185,108.9495296,53.03772242,96.4935231,-102.0938838,-52.69697734,-93.89194616,1.84424969,48.85343515,4.927977579,1.464126721,9.59E-06,camphortree
165,209,175,111.7944542,54.94542747,100,-95.02950146,-50.37347012,-88.8939949,1.590532727,61.01186822,5.810374093,1.377891103,9.90E-06,camphortree
176,210,183,106.1414151,57.61944116,96.7367562,-99.10277393,-56.28931901,-92.79323549,1.775084027,60.42711322,5.3007594,1.435857294,9.72E-06,camphortree
163,210,174,113.1724348,56.5154846,101.5627885,-91.53295915,-52.3062549,-88.20698522,1.459282832,91.15211113,6.508538013,1.323069707,9.86E-06,camphortree
160,221,179,102.5816748,38.45776905,83.3366666,-60.50736427,-28.33276431,-54.58139508,0.004962963,77.54847199,12.93713685,0.417184453,1.29E-05,camphortree
162,215,178,106.6161339,43.8178046,89.92774878,-83.10824412,-39.47052226,-76.93168732,1.381707367,65.0975146,6.507057645,1.30753949,9.68E-06,camphortree
168,216,181,110.1044958,46.33573135,94.18067742,-95.63675664,-43.64941792,-85.58930741,1.659215293,31.35116764,5.26433171,1.432100295,9.59E-06,camphortree
172,214,184,102.9320164,51.28352562,88.71302046,-79.74538844,-41.49353942,-70.97731207,0.005631429,73.49705923,12.86188536,0.43678386,1.49E-05,camphortree
170,216,182,108.1711607,48.51803788,94.3610089,-95.47426735,-48.90109161,-89.300378,1.641833423,66.86970809,5.796732565,1.393342074,9.59E-06,camphortree
155,209,166,113.5209232,51.04899607,102.0441081,-83.79879091,-42.89083541,-80.17295913,1.316019544,91.50816305,6.830476028,1.268688876,1.00E-05,camphortree
138,209,160,112.3209687,44.24929378,93.90420651,-44.77534118,-32.0938003,-58.30614969,0.940129107,70.39401793,8.06181767,1.148257551,1.02E-05,camphortree
160,198,171,106.5598423,64.51356447,95.74445154,-73.58970644,-49.24602079,-72.20766948,1.223210014,66.11996543,7.1364073,1.262188502,1.03E-05,camphortree
164,200,174,105.6787585,64.27285586,96.42095208,-80.02317037,-53.48015102,-79.5391735,1.319615602,77.01500313,6.931434818,1.284048682,1.01E-05,camphortree
150,222,171,120.0833044,37.78888726,97.46794345,-87.88846061,-35.86912355,-77.76727696,1.306070033,27.32172018,6.20218279,1.371889239,9.63E-06,camphortree
142,224,173,115.0869237,34.58323293,85.66212699,-49.30066419,-26.01182894,-47.11950875,0.008074864,40.55466922,12.18991817,0.604061846,1.26E-05,camphortree
172,194,175,115.0608535,89.82204629,112.9690223,-102.4145947,-88.62320185,-103.4622452,0.00149596,778.2231196,16.01927403,0.189280214,2.98E-05,japan arrowwood
175,192,178,114.8259553,93.80298503,112.4588814,-105.2075712,-91.86783954,-105.7612104,0.002803551,460.6791446,14.95088881,0.253320909,3.57E-05,japan arrowwood
171,201,175,109.5718942,71.58910532,104.7138959,-91.71077253,-62.55136045,-88.85348109,0.002397696,108.1632311,14.24522446,0.374886455,2.10E-05,japan arrowwood
164,187,166,116.327125,89.67719889,114.9347641,-94.63717562,-78.76160575,-95.50314765,0.00310288,270.563818,14.76390201,0.294436575,2.98E-05,japan arrowwood
152,197,162,116.5332571,68.53466276,108.6416127,-78.29898398,-54.28891783,-82.16395908,0.00198337,162.1507114,14.85411245,0.344483552,1.92E-05,japan arrowwood
152,187,158,114.8912529,78.93668349,110.3630373,-75.93594557,-60.35575682,-79.42430462,0.00188413,268.7234974,15.291752,0.292977438,2.18E-05,japan arrowwood
157,194,163,114.7562634,73.85797181,110.2361102,-83.73375641,-60.18314411,-85.6805346,0.001860292,249.159623,15.21079097,0.306749888,2.07E-05,japan arrowwood
159,200,166,110.1680534,63.14269554,102.9902908,-81.08632771,-50.6373089,-78.48525018,1.291908669,43.78945371,6.651819737,1.310649711,1.03E-05,japan arrowwood
163,193,165,114.2190877,80.56674252,112.529996,-90.93635609,-71.57868658,-90.99339806,0.001613377,303.1318388,15.51599787,0.275438911,2.34E-05,japan arrowwood
158,196,163,112.5255527,71.02816343,108.7704004,-82.4545449,-58.1843126,-83.75946874,0.00171982,216.7250885,15.23904608,0.31503038,1.93E-05,japan arrowwood
161,193,164,113.5825691,76.70723564,110.4128616,-87.18426616,-64.0962906,-86.25093467,0.001871565,177.7342763,14.9812685,0.336172729,2.19E-05,japan arrowwood
155,191,159,102.2545842,67.86015031,98.45303449,-58.13089739,-46.4199107,-56.86260125,0.001581692,213.7724059,15.15690035,0.309618335,1.71E-05,japan arrowwood
159,190,163,99.69954864,69.28924881,96.61780374,-54.41101547,-44.41835807,-56.74669584,0.002626006,124.318722,14.2614728,0.382931471,1.75E-05,japan arrowwood
143,177,146,113.9605195,79.52358141,111.6109314,-68.34791413,-54.86822447,-70.13579083,1.061699099,99.3614877,7.764411329,1.20465117,1.16E-05,japan arrowwood
143,180,149,113.4944933,75.57115852,108.1434233,-63.44863269,-49.4615557,-66.8949866,1.028863472,69.21221643,7.850148329,1.211193181,1.14E-05,japan arrowwood
144,177,149,111.7541946,79.46697427,108.5725564,-66.43144045,-57.20435522,-71.68574458,1.033110855,114.0588637,8.154631454,1.172283774,1.16E-05,japan arrowwood
149,186,153,109.931797,70.59036761,106.2544117,-72.19558448,-50.11918235,-72.0447253,1.049453607,81.27743432,7.892216208,1.206488195,1.10E-05,japan arrowwood
171,192,173,108.1850267,82.41359111,106.3343783,-92.72714568,-74.01752689,-92.27763485,1.536141192,79.41967661,6.151014775,1.364376022,1.05E-05,japan arrowwood
157,182,161,111.0720487,82.44998484,107.6057619,-87.62039481,-70.35951098,-88.25579842,1.367951177,121.8794725,6.84460468,1.295219857,1.11E-05,japan arrowwood
147,178,152,110.7971119,80.99382693,108.3789647,-71.96957305,-62.52493938,-77.39194097,1.056979987,196.8857131,8.302312433,1.163793553,1.14E-05,japan arrowwood
161,186,164,106.1131472,78.3070878,102.6157883,-78.00843652,-61.00152285,-75.99047665,1.209090545,83.69896685,7.350857563,1.254487391,1.08E-05,japan arrowwood
154,184,157,114.0876856,81.39410298,111.1260546,-77.31238698,-59.39805531,-77.11121277,0.002029655,205.1680769,14.92365892,0.336459934,2.28E-05,japan arrowwood
165,190,170,107.6986537,77.5370879,103.6870291,-91.46276367,-71.20597465,-92.3832469,1.527732719,95.33347373,6.310919422,1.355748694,1.06E-05,japan arrowwood
170,189,171,108.6232019,85.52192701,107.5127899,-93.64807293,-77.11513669,-92.98593073,1.52182365,85.76382402,6.12782861,1.36511985,1.06E-05,japan arrowwood
168,188,169,100.5733563,79.01265721,99.10600385,-70.59854101,-59.68417381,-69.51756711,0.003033975,134.9004134,14.13101992,0.390459827,2.03E-05,japan arrowwood
152,175,157,118.2624201,94.94208761,115.1216748,-82.30896724,-74.90851066,-86.5377785,0.002728521,284.9707952,14.89826079,0.282890343,2.97E-05,japan arrowwood
145,170,152,111.4315934,87.3326972,107.0560601,-67.37349878,-63.07826001,-74.98423372,1.036613599,178.9852055,8.377425591,1.149948324,1.18E-05,japan arrowwood
148,174,154,115.4382952,88.54377448,111.350797,-79.01724774,-68.68857765,-83.51233876,1.201327341,124.4923801,7.351645332,1.23980597,1.16E-05,japan arrowwood
156,176,160,110.8692924,89.94442729,108.1665383,-85.51179118,-76.61550041,-87.93814524,1.369502582,185.3481599,6.943195729,1.273762609,1.14E-05,japan arrowwood
144,176,150,113.3313725,81.69455306,109.3709285,-69.8787015,-60.65386693,-76.06561738,1.085013714,111.2705682,7.84098905,1.203466416,1.16E-05,japan arrowwood
187,226,198,101.6759559,44.51965858,86.13361713,-96.93118725,-45.08346649,-83.9982048,0.006427841,56.55236436,12.81691861,0.539880649,1.47E-05,sweet osmanthus
180,212,188,102.2741414,58.91519329,91.44943958,-89.33205086,-52.6461536,-80.72256862,0.006399774,57.3955249,12.7228307,0.549821053,1.67E-05,sweet osmanthus
181,216,189,99.19677414,51.97114584,87.81229982,-85.47790772,-45.54995921,-75.85226379,0.007000421,55.07009677,12.52064098,0.574203709,1.52E-05,sweet osmanthus
179,217,188,94.06380813,47.85394446,82.92164977,-73.18001485,-39.88466778,-66.29247306,0.006396572,55.13025373,12.53339863,0.527945719,1.40E-05,sweet osmanthus
182,217,192,97.5602378,51.79768335,85.52777327,-83.15960965,-46.31525728,-75.26837188,0.007906496,47.8927716,12.3122214,0.573783886,1.50E-05,sweet osmanthus
175,216,185,91.74420963,45.08880127,80.93207028,-63.85931009,-33.67216632,-58.90677608,0.006687378,51.26479844,12.47735648,0.531300964,1.33E-05,sweet osmanthus
173,222,187,97.94386147,42.94182111,82.65591328,-73.10824,-39.66151884,-66.50017902,0.004877035,45.44021181,12.96986004,0.549429363,1.32E-05,sweet osmanthus
173,228,189,101.0148504,35.4541958,82.60145277,-78.09401331,-33.26116609,-68.4374907,0.00597031,44.77520218,12.59634615,0.554250862,1.26E-05,sweet osmanthus
158,207,170,101.6661202,51.34199061,89.97221793,-52.74530704,-32.1719262,-51.37478614,0.006885675,61.6876639,12.6178429,0.532187287,1.47E-05,sweet osmanthus
171,223,187,103.5712315,40.68169121,85.38735269,-80.61982079,-35.06979271,-70.24519456,0.005914683,72.39818981,12.7969409,0.509583217,1.34E-05,sweet osmanthus
163,225,180,105.6740271,35.83294573,87.73254812,-76.67094074,-33.18869553,-69.649266,1.288251468,32.22333009,6.329604367,1.336224982,9.39E-06,sweet osmanthus
164,220,180,94.5409964,38.22302971,79.20227269,-47.16270754,-27.66740857,-47.34438456,0.00960122,32.82645894,11.87161651,0.673999584,1.25E-05,sweet osmanthus
175,221,189,95.8853482,41.52107898,79.83107165,-71.28149833,-34.71109114,-63.64081014,0.006816065,49.136465,12.49645193,0.569745586,1.30E-05,sweet osmanthus
176,217,187,97.4730732,47.5604878,84.82334584,-74.85155825,-39.07589866,-67.76091063,0.010004162,37.1433573,11.90710464,0.637415153,1.42E-05,sweet osmanthus
159,213,176,100.9950494,45.82575695,84.66404195,-53.22663129,-32.28425141,-52.20359042,0.008205701,42.39247077,12.32537662,0.614516958,1.36E-05,sweet osmanthus
165,214,176,99.24716621,46.54030511,87.45856162,-63.25228475,-34.43557254,-58.14085859,0.006934065,50.46915674,12.45281963,0.586957667,1.39E-05,sweet osmanthus
165,218,181,100.5733563,43.68065934,84.25556361,-64.13132215,-35.04456907,-59.72672015,0.007466042,40.22878784,12.31326994,0.613292843,1.34E-05,sweet osmanthus
158,205,171,103.4311365,52.46903849,90.71934744,-66.46073398,-39.57955446,-64.86496622,1.166091856,39.2187156,6.912331946,1.282288218,1.01E-05,sweet osmanthus
146,204,163,111.202518,51.93264869,95.35722311,-59.01933676,-35.95493332,-60.68465768,1.021560237,37.28838616,7.344903572,1.255202144,1.03E-05,sweet osmanthus
160,214,175,101.882285,45.16635916,86.61985915,-61.10114903,-31.87221173,-55.77717578,0.006473159,55.25302083,12.64099539,0.552529713,1.37E-05,sweet osmanthus
170,211,181,94.06380813,49.78955714,83.27664739,-58.71818105,-35.57920555,-57.68186902,0.007062847,44.53681712,12.38617759,0.569926594,1.40E-05,sweet osmanthus
147,204,163,104.1729331,50.009999,91.14274519,-46.57501285,-35.70227711,-56.43192783,0.935764375,66.79085279,8.084068682,1.161222858,1.03E-05,sweet osmanthus
147,205,164,107.9490621,49.09175083,91.84225607,-54.00514354,-32.04778018,-55.05251183,1.020103122,30.87799416,7.139943686,1.26346184,1.02E-05,sweet osmanthus
150,218,172,107.4848827,39.37003937,86.26123115,-53.91699639,-29.57283544,-53.20038065,0.004822338,75.07880337,13.17730864,0.480423194,1.30E-05,sweet osmanthus
151,203,165,107.452315,54.13871073,95.06839643,-62.05198554,-39.39978871,-65.52637673,1.038308533,50.05924103,7.540699239,1.234959382,1.02E-05,sweet osmanthus
157,216,175,105.3043209,40.26164428,86.83317338,-71.23219623,-33.24941111,-65.52862801,1.176147782,40.45979775,6.819029983,1.284684601,9.68E-06,sweet osmanthus
162,219,177,100.9504829,37.93415348,84.72897969,-69.8698261,-32.0938003,-63.01402224,1.187342745,27.0658236,6.540653694,1.325327934,9.56E-06,sweet osmanthus
166,207,178,97.05668447,53.47896783,85.87199776,-58.56833274,-38.10933424,-59.64184785,0.005035101,58.23963604,12.95596223,0.533187674,1.45E-05,sweet osmanthus
157,214,173,105.0904372,44.29446918,89.11228871,-69.32812975,-37.49493265,-65.33077932,1.16967341,34.99606339,6.782977616,1.298553568,9.81E-06,sweet osmanthus
158,212,173,107.6289924,47.92702787,92.76852915,-75.65360596,-41.39223018,-72.39895555,1.263224529,44.37327565,6.685059263,1.307076171,9.86E-06,sweet osmanthus
250,252,251,29.66479395,17.34935157,26.11512971,-56.99466453,-33.27381602,-50.10922788,0.01007042,132.5625544,13.67636847,0.446484782,1.20E-05,deodar
250,251,250,29.12043956,18.13835715,26.0959767,-53.94530356,-33.16689253,-47.92290866,0.010808931,81.3296747,12.86625281,0.513011437,1.15E-05,deodar
249,251,250,30.4466747,20.59126028,28.53068524,-55.5197019,-37.77381799,-52.15302557,0.009275878,96.5387372,13.18903415,0.480074324,1.28E-05,deodar
250,251,250,28.96549672,18.92088793,26.64582519,-53.31003757,-34.76109405,-48.85281391,0.010116074,85.44067646,12.85230686,0.516632125,1.24E-05,deodar
248,250,248,35.52463934,22.82542442,32.95451411,-61.97275945,-40.07029307,-57.30502328,0.007340908,72.67134997,13.30043938,0.512075068,1.32E-05,deodar
248,251,248,37.40320842,21.09502311,33.76388603,-65.98415598,-37.62488733,-59.40523483,0.009872985,79.17944636,13.23619656,0.51658098,1.29E-05,deodar
249,252,250,30.5777697,15.19868415,26.88865932,-56.0311264,-28.34231165,-49.36845665,0.00783393,77.0877604,13.19570527,0.481124286,1.17E-05,deodar
247,250,248,36.51027253,21.1896201,33.22649545,-62.20569903,-36.15442919,-56.67435113,0.006216168,73.34591181,13.13348121,0.447685115,1.28E-05,deodar
247,250,248,37.12142239,21.11871208,33.03028913,-63.68645469,-36.10514528,-56.4528544,0.00806118,64.14177414,12.99360561,0.478012701,1.24E-05,deodar
247,251,248,39.35733731,20.29778313,34.05877273,-67.45198231,-35.31016835,-58.51970505,0.010271978,52.09049198,12.62320792,0.567276473,1.25E-05,deodar
249,252,250,31,16.09347694,27.29468813,-56.07844025,-29.48874415,-49.42596831,0.00712351,81.33469157,13.22177699,0.458664943,1.17E-05,deodar
249,252,250,31.78049716,17.43559577,28.47806173,-58.86784555,-32.71377811,-52.86091455,0.005826529,168.2514943,13.94924819,0.377880326,1.28E-05,deodar
248,251,249,33.21144381,17.77638883,29.58039892,-58.8052566,-31.68340143,-52.41482788,0.009779004,50.6854941,12.54090469,0.559230994,1.20E-05,deodar
249,251,250,30.49590136,18.49324201,27.01851217,-54.98578145,-33.28856212,-48.68083552,0.00882349,80.22404788,12.88190282,0.496762353,1.20E-05,deodar
248,251,249,33.49626845,17.29161647,29.68164416,-58.51483784,-30.30793941,-51.79119919,0.007620129,79.77090382,12.97841888,0.462932108,1.17E-05,deodar
249,252,250,31.57530681,16.673332,27.67670501,-56.56631991,-30.18112646,-49.60055064,0.006378394,98.14990479,13.32932962,0.417390225,1.19E-05,deodar
250,252,251,26.57066051,17.1464282,24.31049156,-49.78346359,-32.29608019,-45.5815869,0.009385057,97.34893042,13.15677006,0.464567387,1.17E-05,deodar
249,252,250,31.98437118,16.03121954,27.89265136,-57.82966274,-29.39838639,-50.4180942,0.006282997,72.51272337,13.23620854,0.451263637,1.19E-05,deodar
250,252,250,28.60069929,16.70329309,26.07680962,-53.54510419,-31.53929756,-48.49771485,0.006601916,104.7868103,13.4753094,0.422551209,1.20E-05,deodar
249,252,250,30.41381265,15.39480432,27.45906044,-54.83498751,-28.04287649,-49.52224963,0.006440784,69.9146275,12.96055311,0.471021226,1.19E-05,deodar
250,252,251,27.89265136,13.6381817,23.74868417,-51.92593005,-25.42989845,-44.15646772,0.00732143,86.58534095,12.93211216,0.457028071,1.14E-05,deodar
